epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1060,8731.89,1.32427,1.41446,1.32319,1.19759,0.74268,0.48574,0.61027,0.43317,0.74185,0.48924,0.61101,0.3842,1.05576,1.1755,1.10325,1.24409,0.00475795,0.00475795,0.00475795
1061,8740.16,1.27571,1.36633,1.29729,1.20102,0.72856,0.48924,0.60921,0.42379,0.72888,0.49119,0.60959,0.39357,1.05182,1.17524,1.0978,1.24055,0.004753,0.004753,0.004753
1062,8748.45,1.25921,1.34272,1.28123,1.22499,0.75716,0.47945,0.61212,0.42419,0.75716,0.47945,0.6109,0.39512,1.05098,1.17658,1.09283,1.23959,0.00474805,0.00474805,0.00474805
1063,8756.69,1.2079,1.35109,1.23757,1.17838,0.72141,0.48142,0.61096,0.42378,0.72435,0.48338,0.60913,0.39159,1.04262,1.18073,1.0846,1.23339,0.0047431,0.0047431,0.0047431
1064,8765.04,1.21009,1.31379,1.23369,1.18497,0.73033,0.48141,0.61032,0.43026,0.7333,0.48337,0.60785,0.39017,1.04114,1.18416,1.06849,1.23306,0.00473815,0.00473815,0.00473815
1065,8773.21,1.25951,1.32577,1.24602,1.16667,0.67075,0.50294,0.6093,0.43028,0.70761,0.50098,0.60947,0.38485,1.05374,1.18694,1.08085,1.23646,0.0047332,0.0047332,0.0047332
1066,8781.34,1.2112,1.3345,1.22913,1.18307,0.69102,0.50331,0.60886,0.42287,0.70221,0.49511,0.61013,0.38005,1.05362,1.18498,1.06964,1.23778,0.00472825,0.00472825,0.00472825
1067,8789.66,1.27827,1.3565,1.27563,1.21266,0.68894,0.50279,0.61076,0.43022,0.76409,0.47945,0.61017,0.38031,1.04648,1.18334,1.05124,1.2368,0.0047233,0.0047233,0.0047233
1068,8797.93,1.24423,1.3433,1.26838,1.19926,0.71054,0.50098,0.61432,0.43288,0.74516,0.49511,0.61436,0.37826,1.04165,1.18549,1.04907,1.23571,0.00471835,0.00471835,0.00471835
1069,8806.18,1.25317,1.35777,1.26664,1.18349,0.74817,0.48836,0.61637,0.43335,0.72077,0.50881,0.61323,0.37439,1.0359,1.19022,1.05801,1.23349,0.0047134,0.0047134,0.0047134
1070,8814.36,1.20476,1.27018,1.22145,1.18045,0.74335,0.49902,0.61439,0.43419,0.72273,0.505,0.61218,0.38794,1.02782,1.19425,1.05255,1.23084,0.00470845,0.00470845,0.00470845
1071,8822.64,1.26462,1.34114,1.26459,1.19672,0.73482,0.49706,0.60883,0.42491,0.72903,0.49315,0.60986,0.37925,1.04093,1.19832,1.06226,1.23289,0.0047035,0.0047035,0.0047035
1072,8830.95,1.22896,1.38551,1.25838,1.19147,0.75631,0.48588,0.60704,0.42331,0.75021,0.48196,0.60666,0.38124,1.04846,1.19898,1.06739,1.23986,0.00469855,0.00469855,0.00469855
1073,8839.25,1.24099,1.36436,1.27699,1.19917,0.73693,0.4879,0.60694,0.41111,0.72806,0.48203,0.60568,0.38051,1.05465,1.19524,1.0903,1.24467,0.0046936,0.0046936,0.0046936
1074,8847.51,1.195,1.25807,1.22209,1.17082,0.72551,0.49315,0.60491,0.40629,0.71257,0.49,0.60478,0.37868,1.05514,1.19294,1.0964,1.24675,0.00468865,0.00468865,0.00468865
1075,8855.74,1.27153,1.34829,1.30099,1.22103,0.69249,0.50678,0.60665,0.40694,0.69249,0.50678,0.60929,0.37914,1.05824,1.19362,1.08599,1.24383,0.0046837,0.0046837,0.0046837
1076,8863.99,1.28605,1.34737,1.29166,1.23479,0.71517,0.49315,0.60481,0.42206,0.70444,0.50374,0.60956,0.38333,1.05275,1.19655,1.08626,1.24348,0.00467875,0.00467875,0.00467875
1077,8872.16,1.22153,1.30794,1.25743,1.17892,0.67705,0.50294,0.60336,0.41718,0.67968,0.50489,0.60813,0.37368,1.04793,1.19556,1.0856,1.24399,0.0046738,0.0046738,0.0046738
1078,8880.52,1.25753,1.34632,1.26439,1.19948,0.63723,0.51663,0.60154,0.41805,0.66887,0.50685,0.60907,0.37357,1.0456,1.19062,1.09063,1.24325,0.00466885,0.00466885,0.00466885
1079,8888.68,1.1934,1.25818,1.2133,1.15228,0.62472,0.52055,0.60489,0.43338,0.67291,0.50294,0.60731,0.3694,1.05858,1.18875,1.11043,1.24614,0.0046639,0.0046639,0.0046639
1080,8897.02,1.27807,1.36166,1.26814,1.20277,0.63178,0.5225,0.60551,0.42757,0.6901,0.48924,0.60642,0.36763,1.05658,1.191,1.09949,1.24218,0.00465895,0.00465895,0.00465895
1081,8905.35,1.22518,1.31098,1.24736,1.1751,0.64082,0.52373,0.6081,0.42223,0.69513,0.49511,0.60873,0.36961,1.05208,1.1916,1.0656,1.24071,0.004654,0.004654,0.004654
1082,8913.57,1.20187,1.21758,1.18952,1.15171,0.64415,0.51468,0.60757,0.42337,0.70164,0.49119,0.6112,0.37091,1.05137,1.19545,1.07583,1.24368,0.00464905,0.00464905,0.00464905
1083,8921.89,1.26022,1.36284,1.26516,1.20472,0.67361,0.51076,0.61252,0.42186,0.70678,0.49706,0.61422,0.38037,1.05496,1.19174,1.08077,1.24578,0.0046441,0.0046441,0.0046441
1084,8930.22,1.19966,1.25739,1.206,1.16531,0.6804,0.5225,0.61443,0.42276,0.68509,0.52446,0.61596,0.37187,1.05351,1.19071,1.08317,1.24609,0.00463915,0.00463915,0.00463915
1085,8938.4,1.217,1.30725,1.25218,1.20054,0.65751,0.52596,0.61354,0.42769,0.6864,0.51827,0.61498,0.37451,1.05709,1.1925,1.09374,1.24667,0.0046342,0.0046342,0.0046342
1086,8946.6,1.26038,1.36257,1.27951,1.19063,0.67045,0.51076,0.61014,0.4266,0.67522,0.51272,0.6097,0.36537,1.0577,1.19822,1.1029,1.24819,0.00462925,0.00462925,0.00462925
1087,8954.77,1.21756,1.28746,1.22257,1.1742,0.67863,0.51243,0.61008,0.42587,0.68593,0.51716,0.61568,0.37491,1.06766,1.19664,1.10805,1.25389,0.0046243,0.0046243,0.0046243
1088,8963.09,1.20454,1.30432,1.21509,1.16975,0.65253,0.52055,0.61138,0.4254,0.65744,0.52446,0.61234,0.36622,1.07344,1.20077,1.13733,1.25683,0.00461935,0.00461935,0.00461935
1089,8971.45,1.20846,1.30176,1.22383,1.16334,0.68893,0.52055,0.61287,0.43453,0.67832,0.52446,0.61129,0.37528,1.07511,1.20168,1.12234,1.25559,0.0046144,0.0046144,0.0046144
1090,8979.6,1.20963,1.33397,1.23014,1.19759,0.71052,0.50685,0.61133,0.42558,0.7108,0.51076,0.61283,0.37528,1.08184,1.20177,1.12447,1.25646,0.00460945,0.00460945,0.00460945
1091,8987.91,1.22371,1.37318,1.25079,1.18341,0.71688,0.48728,0.61234,0.43445,0.71351,0.49706,0.61175,0.36702,1.0709,1.20126,1.11115,1.25617,0.0046045,0.0046045,0.0046045
1092,8996.2,1.21212,1.36568,1.23327,1.1626,0.71395,0.49332,0.61642,0.43053,0.72071,0.49511,0.61568,0.36743,1.07343,1.19524,1.12607,1.25729,0.00459955,0.00459955,0.00459955
1093,9004.44,1.26394,1.34472,1.27495,1.20436,0.75109,0.47554,0.61385,0.41955,0.75109,0.47945,0.6153,0.37628,1.06139,1.19337,1.11539,1.25399,0.0045946,0.0045946,0.0045946
1094,9012.64,1.22287,1.31057,1.24305,1.18003,0.74968,0.47472,0.61371,0.42114,0.74925,0.48534,0.61265,0.36785,1.05049,1.18998,1.10528,1.25092,0.00458965,0.00458965,0.00458965
1095,9020.88,1.22136,1.36582,1.22111,1.15255,0.7103,0.49706,0.61439,0.42095,0.7103,0.49706,0.60924,0.37522,1.0279,1.18484,1.08555,1.24381,0.0045847,0.0045847,0.0045847
1096,9029.31,1.26552,1.35177,1.27409,1.21369,0.70172,0.50489,0.6128,0.42149,0.70172,0.50489,0.60704,0.37442,1.03479,1.18028,1.09185,1.2447,0.00457975,0.00457975,0.00457975
1097,9037.73,1.2482,1.31358,1.2395,1.17785,0.69669,0.50881,0.61403,0.42097,0.69669,0.50881,0.60692,0.36889,1.04262,1.17546,1.09398,1.24795,0.0045748,0.0045748,0.0045748
1098,9045.91,1.22763,1.31914,1.24834,1.20594,0.68883,0.51468,0.61575,0.42266,0.68883,0.51468,0.61034,0.3794,1.04426,1.17349,1.0957,1.24455,0.00456985,0.00456985,0.00456985
1099,9054.06,1.21916,1.31057,1.24295,1.20208,0.68603,0.51663,0.61833,0.43507,0.67479,0.51468,0.61113,0.37989,1.05014,1.17387,1.09112,1.24489,0.0045649,0.0045649,0.0045649
1100,9062.27,1.21368,1.31106,1.26443,1.18228,0.67311,0.53033,0.62013,0.43483,0.66566,0.52446,0.61381,0.37757,1.06003,1.17723,1.0998,1.24553,0.00455995,0.00455995,0.00455995
1101,9070.47,1.21,1.30178,1.22984,1.16949,0.66728,0.53033,0.61995,0.43578,0.64288,0.53033,0.61533,0.38627,1.0553,1.17994,1.08425,1.24482,0.004555,0.004555,0.004555
1102,9078.72,1.22676,1.32593,1.26654,1.2059,0.66264,0.52642,0.6167,0.43477,0.64565,0.53229,0.61702,0.38821,1.05471,1.18278,1.09717,1.24782,0.00455005,0.00455005,0.00455005
1103,9086.79,1.17428,1.32057,1.23374,1.18112,0.65534,0.52446,0.61523,0.43505,0.64149,0.53229,0.60958,0.388,1.05616,1.18379,1.08387,1.24697,0.0045451,0.0045451,0.0045451
1104,9095.15,1.32495,1.48646,1.34796,1.26141,0.65701,0.52446,0.61641,0.4334,0.65456,0.5225,0.61383,0.38485,1.06354,1.18698,1.10186,1.24953,0.00454015,0.00454015,0.00454015
1105,9103.47,1.18728,1.28744,1.22915,1.18637,0.6583,0.53159,0.61695,0.42726,0.65588,0.52963,0.61742,0.37938,1.06007,1.18823,1.08502,1.24697,0.0045352,0.0045352,0.0045352
1106,9111.82,1.28224,1.38174,1.28897,1.19864,0.66615,0.5362,0.61849,0.43613,0.66371,0.53425,0.61707,0.3897,1.06013,1.19031,1.09641,1.24591,0.00453025,0.00453025,0.00453025
1107,9120.02,1.20434,1.2991,1.22426,1.17767,0.67365,0.52513,0.6196,0.4362,0.67788,0.51663,0.61731,0.38687,1.06155,1.19427,1.08806,1.24478,0.0045253,0.0045253,0.0045253
1108,9128.19,1.20705,1.34417,1.20319,1.18025,0.69796,0.49902,0.61799,0.43386,0.68638,0.49902,0.61284,0.39396,1.0551,1.19614,1.0777,1.24339,0.00452035,0.00452035,0.00452035
1109,9136.27,1.19173,1.31138,1.22988,1.18031,0.71612,0.49119,0.61899,0.43467,0.71365,0.48924,0.6158,0.39238,1.06022,1.19778,1.08071,1.24446,0.0045154,0.0045154,0.0045154
1110,9144.27,1.17354,1.28053,1.22312,1.1727,0.72083,0.48924,0.61904,0.43442,0.72298,0.48532,0.6162,0.38633,1.06301,1.19742,1.08751,1.24476,0.00451045,0.00451045,0.00451045
1111,9152.44,1.13591,1.24454,1.17397,1.15151,0.71448,0.49706,0.61824,0.43277,0.70885,0.49315,0.61398,0.38007,1.06676,1.19773,1.0888,1.24619,0.0045055,0.0045055,0.0045055
1112,9160.6,1.24544,1.34024,1.25506,1.18445,0.69438,0.50688,0.61822,0.43281,0.6917,0.50492,0.61462,0.38229,1.06746,1.19779,1.10108,1.24499,0.00450055,0.00450055,0.00450055
1113,9169,1.21879,1.33794,1.23561,1.18786,0.6744,0.52287,0.61764,0.43357,0.68579,0.51272,0.61371,0.37579,1.06424,1.19687,1.08406,1.24471,0.0044956,0.0044956,0.0044956
1114,9177.27,1.29372,1.39343,1.29254,1.21134,0.67889,0.52055,0.61722,0.43379,0.67785,0.51859,0.61231,0.38375,1.05862,1.19517,1.07863,1.24224,0.00449065,0.00449065,0.00449065
1115,9185.51,1.24268,1.34803,1.24284,1.18744,0.70184,0.50098,0.61499,0.4317,0.68776,0.51272,0.61093,0.37617,1.059,1.1942,1.07726,1.24167,0.0044857,0.0044857,0.0044857
1116,9193.71,1.18867,1.26999,1.20866,1.17028,0.7217,0.49511,0.61655,0.43288,0.70983,0.50266,0.61149,0.38526,1.05459,1.19492,1.08085,1.23946,0.00448075,0.00448075,0.00448075
1117,9201.99,1.25617,1.32758,1.26394,1.17772,0.713,0.49706,0.61498,0.44202,0.69708,0.49988,0.61118,0.38389,1.05306,1.19746,1.08759,1.24056,0.0044758,0.0044758,0.0044758
1118,9210.2,1.21936,1.3322,1.25128,1.18592,0.72947,0.48728,0.61644,0.44089,0.70534,0.49511,0.61321,0.38801,1.04996,1.19439,1.10686,1.24215,0.00447085,0.00447085,0.00447085
1119,9218.31,1.23428,1.31849,1.24293,1.18736,0.72969,0.486,0.61538,0.43523,0.72644,0.49119,0.61276,0.37306,1.04903,1.19035,1.10447,1.24263,0.0044659,0.0044659,0.0044659
1120,9226.42,1.19781,1.30523,1.23483,1.17171,0.74442,0.48141,0.61678,0.43669,0.7472,0.48008,0.61278,0.38229,1.04653,1.18857,1.09442,1.24063,0.00446095,0.00446095,0.00446095
1121,9234.7,1.25694,1.36072,1.29972,1.22237,0.74166,0.48141,0.61763,0.43462,0.74841,0.48317,0.61218,0.38005,1.04719,1.19032,1.09521,1.24374,0.004456,0.004456,0.004456
1122,9242.94,1.26492,1.3469,1.27076,1.20309,0.73315,0.49511,0.61697,0.43199,0.74494,0.48583,0.61251,0.38416,1.05184,1.19235,1.09846,1.24474,0.00445105,0.00445105,0.00445105
1123,9251.36,1.28979,1.3715,1.28781,1.20411,0.72292,0.50037,0.61571,0.42513,0.73643,0.49119,0.61114,0.38412,1.06209,1.19377,1.12402,1.24774,0.0044461,0.0044461,0.0044461
1124,9259.74,1.27011,1.34036,1.26309,1.19105,0.70912,0.50569,0.61523,0.43151,0.74298,0.49511,0.60943,0.3812,1.06599,1.19274,1.12571,1.25104,0.00444115,0.00444115,0.00444115
1125,9267.94,1.25317,1.35264,1.28268,1.19385,0.71314,0.50489,0.61714,0.42476,0.7182,0.49902,0.61043,0.3705,1.06327,1.19049,1.11851,1.24947,0.0044362,0.0044362,0.0044362
1126,9276.28,1.24666,1.35146,1.24744,1.18578,0.71124,0.49706,0.61498,0.41865,0.7077,0.49511,0.61079,0.36155,1.05924,1.19096,1.11313,1.24866,0.00443125,0.00443125,0.00443125
1127,9284.46,1.18871,1.26936,1.22537,1.18746,0.70899,0.50294,0.61334,0.41749,0.70899,0.50294,0.60978,0.36139,1.05868,1.19169,1.10699,1.24736,0.0044263,0.0044263,0.0044263
1128,9292.75,1.2244,1.366,1.25531,1.20057,0.72471,0.50294,0.6102,0.42333,0.72562,0.502,0.6065,0.36196,1.04924,1.19096,1.09675,1.24249,0.00442135,0.00442135,0.00442135
1129,9301.06,1.26953,1.3847,1.30647,1.21401,0.72194,0.50302,0.61255,0.42489,0.72317,0.49706,0.60411,0.36742,1.04727,1.19012,1.10595,1.24292,0.0044164,0.0044164,0.0044164
1130,9309.39,1.32025,1.39719,1.33662,1.24149,0.71798,0.50098,0.60758,0.43047,0.72599,0.50098,0.60558,0.37449,1.04133,1.19275,1.09805,1.24205,0.00441145,0.00441145,0.00441145
1131,9317.55,1.17982,1.28827,1.2037,1.16401,0.72427,0.50376,0.60939,0.43089,0.72794,0.49315,0.60805,0.37699,1.04525,1.19554,1.09894,1.24086,0.0044065,0.0044065,0.0044065
1132,9325.71,1.21727,1.31496,1.23967,1.18639,0.73604,0.49119,0.61075,0.43274,0.73604,0.49119,0.61035,0.37577,1.04502,1.19542,1.09644,1.24249,0.00440155,0.00440155,0.00440155
1133,9333.82,1.24572,1.39866,1.28526,1.18439,0.7185,0.4995,0.61206,0.43479,0.7185,0.4995,0.60979,0.38285,1.04523,1.19185,1.09663,1.24027,0.0043966,0.0043966,0.0043966
1134,9341.92,1.16807,1.31874,1.20305,1.16311,0.72522,0.50098,0.61392,0.43562,0.72522,0.50098,0.61178,0.38291,1.03978,1.18734,1.07762,1.23738,0.00439165,0.00439165,0.00439165
1135,9350.08,1.24499,1.36158,1.24581,1.19269,0.72728,0.49511,0.61305,0.43768,0.7233,0.50131,0.61037,0.3781,1.03911,1.18012,1.08317,1.2359,0.0043867,0.0043867,0.0043867
1136,9358.34,1.26449,1.36656,1.26567,1.19194,0.71832,0.49904,0.61284,0.43908,0.70856,0.50434,0.61007,0.37517,1.03981,1.17445,1.09105,1.23663,0.00438175,0.00438175,0.00438175
1137,9366.6,1.22005,1.34021,1.24496,1.17511,0.70892,0.50996,0.61527,0.42785,0.69576,0.50881,0.60953,0.38271,1.02878,1.17132,1.07613,1.23247,0.0043768,0.0043768,0.0043768
1138,9374.78,1.18308,1.28832,1.20543,1.1668,0.72065,0.49315,0.61238,0.42969,0.69962,0.50139,0.60937,0.37415,1.03207,1.1699,1.08625,1.2343,0.00437185,0.00437185,0.00437185
1139,9382.96,1.29903,1.39337,1.31263,1.21418,0.71187,0.50294,0.61752,0.43615,0.70633,0.49902,0.61281,0.37981,1.03398,1.17165,1.09119,1.23631,0.0043669,0.0043669,0.0043669
1140,9391.09,1.23441,1.34136,1.28483,1.19944,0.7132,0.50124,0.61757,0.43528,0.70943,0.49511,0.61369,0.3738,1.03853,1.17289,1.09738,1.23822,0.00436195,0.00436195,0.00436195
1141,9399.22,1.14957,1.24797,1.17642,1.15236,0.69708,0.51663,0.61741,0.43441,0.71081,0.51272,0.61318,0.37933,1.02711,1.17426,1.07006,1.23325,0.004357,0.004357,0.004357
1142,9407.35,1.19463,1.29139,1.21715,1.17155,0.69421,0.51663,0.61695,0.43517,0.69345,0.51468,0.61186,0.38057,1.03358,1.17449,1.0839,1.23541,0.00435205,0.00435205,0.00435205
1143,9415.48,1.14821,1.31132,1.1733,1.14387,0.70228,0.51239,0.61648,0.43514,0.69934,0.50881,0.61131,0.37912,1.03798,1.17831,1.08302,1.23503,0.0043471,0.0043471,0.0043471
1144,9423.85,1.22809,1.33648,1.23725,1.20539,0.70527,0.51272,0.61264,0.43437,0.71525,0.50881,0.60873,0.37989,1.0324,1.18247,1.08033,1.23357,0.00434215,0.00434215,0.00434215
1145,9432.08,1.2316,1.36488,1.26718,1.20531,0.71638,0.51468,0.61382,0.435,0.71705,0.51079,0.60853,0.37584,1.03102,1.18577,1.07691,1.23092,0.0043372,0.0043372,0.0043372
1146,9440.32,1.28851,1.38622,1.30187,1.21491,0.71582,0.51758,0.61569,0.43569,0.71655,0.51272,0.6118,0.37485,1.02567,1.18658,1.06613,1.22837,0.00433225,0.00433225,0.00433225
1147,9448.41,1.20923,1.32871,1.24409,1.17168,0.72046,0.51663,0.61579,0.43423,0.72396,0.51324,0.61163,0.36958,1.02592,1.18603,1.06178,1.2301,0.0043273,0.0043273,0.0043273
1148,9456.8,1.27796,1.35058,1.28924,1.20312,0.70896,0.51468,0.61524,0.43033,0.70976,0.51207,0.60968,0.3662,1.02669,1.18616,1.0689,1.23159,0.00432235,0.00432235,0.00432235
1149,9465.18,1.28246,1.39896,1.27781,1.19651,0.6916,0.51663,0.61615,0.42979,0.69482,0.51468,0.61057,0.36702,1.02932,1.18561,1.0823,1.23214,0.0043174,0.0043174,0.0043174
1150,9473.4,1.26881,1.34809,1.29642,1.22463,0.68401,0.52951,0.61859,0.43433,0.68275,0.52642,0.61241,0.37968,1.04335,1.18368,1.08996,1.2367,0.00431245,0.00431245,0.00431245
1151,9481.53,1.2064,1.28488,1.23314,1.17312,0.69285,0.51859,0.61943,0.43885,0.69285,0.51859,0.61723,0.37437,1.04782,1.18138,1.07939,1.23733,0.0043075,0.0043075,0.0043075
1152,9489.83,1.25322,1.35257,1.26656,1.19083,0.68756,0.52446,0.62032,0.43928,0.68779,0.52595,0.6185,0.37524,1.04491,1.18078,1.08372,1.23743,0.00430255,0.00430255,0.00430255
1153,9498.04,1.24384,1.35188,1.28378,1.1969,0.70549,0.52974,0.62177,0.43541,0.70549,0.52974,0.61812,0.3702,1.03966,1.17913,1.06454,1.23614,0.0042976,0.0042976,0.0042976
1154,9506.35,1.25664,1.36708,1.27542,1.19482,0.69954,0.52853,0.61991,0.43416,0.69954,0.52853,0.61665,0.37396,1.04157,1.17792,1.06546,1.23758,0.00429265,0.00429265,0.00429265
1155,9514.84,1.24792,1.34742,1.26088,1.17652,0.70032,0.52838,0.62046,0.43578,0.70123,0.52821,0.61598,0.38258,1.03959,1.17744,1.07648,1.2376,0.0042877,0.0042877,0.0042877
1156,9523.19,1.22431,1.29271,1.26464,1.19539,0.69471,0.52547,0.62114,0.4373,0.69939,0.52446,0.61803,0.38432,1.03577,1.17643,1.06306,1.23515,0.00428275,0.00428275,0.00428275
1157,9531.26,1.25413,1.3101,1.28187,1.20681,0.70246,0.52446,0.62216,0.43753,0.70977,0.52446,0.61946,0.38712,1.03583,1.17512,1.06046,1.23453,0.0042778,0.0042778,0.0042778
1158,9539.5,1.23478,1.32487,1.26258,1.19701,0.71044,0.52838,0.62229,0.43698,0.70831,0.52838,0.61941,0.38564,1.03848,1.17357,1.06196,1.23637,0.00427285,0.00427285,0.00427285
1159,9547.74,1.23691,1.38905,1.25406,1.18429,0.70726,0.5225,0.62087,0.43559,0.70726,0.5225,0.61809,0.37883,1.03847,1.17209,1.06871,1.23476,0.0042679,0.0042679,0.0042679
1160,9555.79,1.24073,1.36591,1.2484,1.187,0.70427,0.52196,0.62046,0.43492,0.70427,0.52196,0.61809,0.38321,1.04608,1.17229,1.07094,1.2358,0.00426295,0.00426295,0.00426295
1161,9564.01,1.20636,1.30507,1.22415,1.17892,0.71233,0.52055,0.62113,0.43562,0.70965,0.51859,0.61577,0.3841,1.05098,1.17427,1.07013,1.23844,0.004258,0.004258,0.004258
1162,9572.33,1.31797,1.42638,1.31475,1.20971,0.69175,0.52446,0.61955,0.43516,0.69175,0.52446,0.61767,0.38165,1.05074,1.1754,1.08502,1.24039,0.00425305,0.00425305,0.00425305
1163,9580.42,1.20525,1.27958,1.23193,1.18179,0.69925,0.52324,0.61961,0.43603,0.69925,0.52324,0.61771,0.37845,1.05229,1.17662,1.08851,1.24091,0.0042481,0.0042481,0.0042481
1164,9588.75,1.24516,1.35064,1.28073,1.1981,0.69014,0.52838,0.6203,0.43619,0.68108,0.52642,0.61765,0.37966,1.04808,1.17589,1.08687,1.24091,0.00424315,0.00424315,0.00424315
1165,9596.86,1.17324,1.30198,1.20898,1.15333,0.69067,0.52055,0.61938,0.4305,0.68307,0.52055,0.616,0.37094,1.04897,1.17918,1.08282,1.23866,0.0042382,0.0042382,0.0042382
1166,9605.2,1.25391,1.31919,1.26603,1.19178,0.69303,0.51859,0.61976,0.4388,0.68471,0.51663,0.61594,0.38487,1.04353,1.18359,1.08401,1.23582,0.00423325,0.00423325,0.00423325
1167,9613.45,1.23262,1.34288,1.26586,1.18203,0.71184,0.51725,0.62281,0.44366,0.70798,0.51859,0.62122,0.37753,1.0431,1.18761,1.06165,1.23585,0.0042283,0.0042283,0.0042283
1168,9621.68,1.2389,1.31959,1.23174,1.17151,0.6927,0.52446,0.6214,0.43266,0.68829,0.5225,0.617,0.38418,1.03985,1.18771,1.0742,1.23636,0.00422335,0.00422335,0.00422335
1169,9630.15,1.2489,1.34067,1.26554,1.19881,0.70069,0.52446,0.62241,0.43093,0.69808,0.5225,0.61859,0.38611,1.04099,1.18719,1.0699,1.23543,0.0042184,0.0042184,0.0042184
1170,9638.5,1.27214,1.35816,1.25909,1.17916,0.69379,0.51877,0.62277,0.43151,0.68791,0.52446,0.62111,0.38361,1.0358,1.18754,1.04868,1.23222,0.00421345,0.00421345,0.00421345
1171,9646.76,1.25432,1.34397,1.2559,1.19445,0.67585,0.52055,0.62189,0.43752,0.67839,0.5225,0.6227,0.38592,1.02806,1.18503,1.0523,1.23143,0.0042085,0.0042085,0.0042085
1172,9654.83,1.2225,1.33215,1.22961,1.18178,0.67279,0.5225,0.622,0.44475,0.6648,0.5225,0.62322,0.3839,1.0311,1.18464,1.06403,1.23182,0.00420355,0.00420355,0.00420355
1173,9663.08,1.22555,1.30562,1.24568,1.17059,0.66693,0.52642,0.62269,0.43095,0.66693,0.52642,0.6214,0.38319,1.02558,1.18337,1.0451,1.23091,0.0041986,0.0041986,0.0041986
1174,9671.27,1.25385,1.34373,1.28553,1.20211,0.67497,0.52642,0.62362,0.44505,0.66618,0.52055,0.61863,0.37908,1.03167,1.18506,1.0509,1.23378,0.00419365,0.00419365,0.00419365
1175,9679.5,1.21955,1.34262,1.23778,1.18846,0.67147,0.52838,0.62627,0.44714,0.66547,0.52165,0.61733,0.38548,1.0241,1.18548,1.04389,1.23098,0.0041887,0.0041887,0.0041887
1176,9687.65,1.22086,1.31854,1.23922,1.17812,0.67811,0.53033,0.62511,0.44036,0.70402,0.51859,0.62067,0.38307,1.028,1.18758,1.05266,1.23095,0.00418375,0.00418375,0.00418375
1177,9695.97,1.20516,1.28892,1.20226,1.16658,0.71142,0.52103,0.62517,0.43943,0.71181,0.52203,0.62346,0.38584,1.03156,1.18921,1.06215,1.23285,0.0041788,0.0041788,0.0041788
1178,9704.14,1.27398,1.42576,1.30207,1.23344,0.70991,0.52055,0.62363,0.44012,0.709,0.52055,0.62404,0.39289,1.02898,1.18924,1.05468,1.23313,0.00417385,0.00417385,0.00417385
1179,9712.36,1.23056,1.31336,1.24214,1.20014,0.71373,0.51859,0.62345,0.43939,0.71373,0.51859,0.62522,0.39421,1.03471,1.18933,1.07382,1.23547,0.0041689,0.0041689,0.0041689
1180,9720.6,1.23016,1.29511,1.23323,1.17628,0.7278,0.51272,0.62511,0.44717,0.72502,0.51076,0.62268,0.39013,1.03511,1.18956,1.0838,1.23707,0.00416395,0.00416395,0.00416395
1181,9728.69,1.22113,1.3141,1.2388,1.19814,0.71667,0.51859,0.62252,0.44574,0.70856,0.51272,0.61651,0.38709,1.04274,1.1891,1.08133,1.23946,0.004159,0.004159,0.004159
1182,9736.95,1.22768,1.36533,1.25577,1.17463,0.72702,0.51598,0.62182,0.44574,0.71875,0.51011,0.61476,0.39216,1.0466,1.18843,1.08237,1.24111,0.00415405,0.00415405,0.00415405
1183,9745.01,1.18006,1.2945,1.23063,1.16575,0.71459,0.51663,0.62212,0.44506,0.70205,0.51272,0.612,0.38932,1.04412,1.18679,1.08876,1.23863,0.0041491,0.0041491,0.0041491
1184,9753.36,1.2809,1.3659,1.279,1.17095,0.71791,0.51468,0.62281,0.44426,0.68782,0.51663,0.61436,0.39013,1.03889,1.18538,1.07578,1.23763,0.00414415,0.00414415,0.00414415
1185,9761.68,1.2221,1.36726,1.26195,1.1829,0.71405,0.51468,0.62356,0.43701,0.71134,0.51272,0.61785,0.38334,1.03732,1.18362,1.07895,1.2358,0.0041392,0.0041392,0.0041392
1186,9769.82,1.2418,1.30474,1.26982,1.20876,0.70983,0.50685,0.62311,0.43722,0.72252,0.49938,0.61862,0.38466,1.02836,1.18104,1.06996,1.23334,0.00413425,0.00413425,0.00413425
1187,9778.09,1.23708,1.39052,1.27394,1.18793,0.70191,0.51272,0.62544,0.44684,0.71751,0.50294,0.61946,0.38504,1.03413,1.17791,1.07731,1.23452,0.0041293,0.0041293,0.0041293
1188,9786.33,1.18029,1.25306,1.21057,1.1743,0.69081,0.51272,0.62542,0.4459,0.6971,0.50489,0.61861,0.38323,1.03342,1.17508,1.08243,1.23583,0.00412435,0.00412435,0.00412435
1189,9794.32,1.19632,1.3092,1.20564,1.16601,0.68413,0.51859,0.62785,0.44841,0.68511,0.51272,0.62135,0.37899,1.03203,1.17176,1.075,1.23322,0.0041194,0.0041194,0.0041194
