epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1190,9802.43,1.18471,1.33954,1.22906,1.14868,0.68495,0.52838,0.62604,0.44878,0.68977,0.51779,0.61965,0.37949,1.03155,1.17817,1.07173,1.23229,0.00411445,0.00411445,0.00411445
1191,9810.57,1.23109,1.31218,1.24676,1.19936,0.66167,0.53425,0.6245,0.44678,0.6709,0.53229,0.62068,0.37271,1.0306,1.18246,1.06719,1.23334,0.0041095,0.0041095,0.0041095
1192,9819.02,1.27515,1.38483,1.29407,1.19952,0.66362,0.53278,0.62441,0.44732,0.66362,0.53278,0.62072,0.37349,1.03801,1.18556,1.0731,1.23528,0.00410455,0.00410455,0.00410455
1193,9827.41,1.25941,1.32679,1.26898,1.20299,0.70765,0.50684,0.62502,0.44756,0.69521,0.51859,0.62163,0.37789,1.0364,1.18704,1.07206,1.23565,0.0040996,0.0040996,0.0040996
1194,9835.59,1.2384,1.3439,1.26273,1.19303,0.7169,0.50294,0.62675,0.45208,0.70087,0.51355,0.62605,0.37844,1.03565,1.18627,1.07778,1.23767,0.00409465,0.00409465,0.00409465
1195,9843.68,1.21185,1.33916,1.23543,1.16646,0.71268,0.50489,0.62482,0.45063,0.70016,0.50489,0.62399,0.37659,1.04422,1.18243,1.09782,1.2408,0.0040897,0.0040897,0.0040897
1196,9851.9,1.24919,1.35412,1.27817,1.18715,0.71612,0.50685,0.62724,0.44301,0.71506,0.50685,0.62638,0.37345,1.05091,1.18138,1.09978,1.24354,0.00408475,0.00408475,0.00408475
1197,9860.25,1.26177,1.31599,1.2735,1.19324,0.7047,0.52303,0.62906,0.44484,0.70487,0.52348,0.62374,0.38086,1.05753,1.18075,1.09155,1.24499,0.0040798,0.0040798,0.0040798
1198,9868.41,1.22421,1.28213,1.24439,1.16579,0.75636,0.49706,0.62876,0.44245,0.71371,0.52202,0.62497,0.38173,1.06537,1.17949,1.10277,1.24652,0.00407485,0.00407485,0.00407485
1199,9876.76,1.23741,1.33053,1.25857,1.18201,0.7311,0.51272,0.62941,0.45079,0.72612,0.51272,0.62553,0.38211,1.06281,1.17908,1.09698,1.2451,0.0040699,0.0040699,0.0040699
1200,9884.83,1.21151,1.36807,1.24801,1.17944,0.75962,0.49902,0.6292,0.45171,0.72625,0.51397,0.62525,0.39003,1.05818,1.17814,1.10446,1.24334,0.00406495,0.00406495,0.00406495
1201,9893.21,1.25172,1.32473,1.25482,1.17524,0.74785,0.50881,0.62873,0.45138,0.74604,0.50294,0.62143,0.38458,1.05773,1.17832,1.08631,1.24403,0.00406,0.00406,0.00406
1202,9901.59,1.25729,1.37748,1.28261,1.20168,0.72954,0.51732,0.62843,0.4488,0.72741,0.51272,0.62187,0.38405,1.05722,1.17849,1.08241,1.24386,0.00405505,0.00405505,0.00405505
1203,9909.76,1.19564,1.29978,1.22121,1.16778,0.74281,0.51433,0.63312,0.45194,0.73864,0.50489,0.62684,0.38687,1.05935,1.17687,1.0709,1.24283,0.0040501,0.0040501,0.0040501
1204,9918.04,1.27325,1.34594,1.26677,1.19689,0.73064,0.51663,0.63329,0.45517,0.72117,0.51076,0.62803,0.38399,1.05135,1.17399,1.06739,1.23918,0.00404515,0.00404515,0.00404515
1205,9926.16,1.25831,1.33175,1.27043,1.20105,0.7297,0.51773,0.63385,0.45513,0.72401,0.50881,0.62125,0.39286,1.043,1.17104,1.07281,1.23727,0.0040402,0.0040402,0.0040402
1206,9934.44,1.25329,1.32774,1.26715,1.19512,0.7128,0.53033,0.62968,0.45188,0.70909,0.51516,0.62195,0.38317,1.03787,1.17056,1.07077,1.23436,0.00403525,0.00403525,0.00403525
1207,9942.47,1.16601,1.29286,1.21611,1.18449,0.70042,0.52838,0.62837,0.44957,0.69918,0.52446,0.62357,0.37912,1.03322,1.17039,1.06415,1.23247,0.0040303,0.0040303,0.0040303
1208,9950.69,1.20225,1.2586,1.22682,1.18031,0.74847,0.50661,0.6265,0.44776,0.70417,0.51705,0.62667,0.38185,1.02707,1.17037,1.06155,1.23071,0.00402535,0.00402535,0.00402535
1209,9958.99,1.20792,1.32745,1.23207,1.17547,0.71084,0.51272,0.62418,0.4475,0.7003,0.51663,0.62343,0.38228,1.01652,1.16706,1.05838,1.22725,0.0040204,0.0040204,0.0040204
1210,9967.25,1.23788,1.37106,1.28768,1.20128,0.69936,0.51663,0.62323,0.449,0.69936,0.51663,0.62105,0.38142,1.01633,1.16387,1.06169,1.22465,0.00401545,0.00401545,0.00401545
1211,9975.46,1.23906,1.35953,1.27489,1.19719,0.68727,0.52038,0.62475,0.44923,0.69024,0.51859,0.6227,0.38127,1.01132,1.16319,1.0556,1.22358,0.0040105,0.0040105,0.0040105
1212,9983.64,1.22901,1.3561,1.2708,1.20023,0.68851,0.52772,0.6264,0.45109,0.68222,0.52446,0.62209,0.38103,1.01854,1.1624,1.0566,1.22267,0.00400555,0.00400555,0.00400555
1213,9991.83,1.22555,1.35158,1.2605,1.18291,0.74823,0.49511,0.62266,0.45012,0.69647,0.52055,0.62514,0.39134,1.02168,1.16336,1.06325,1.22344,0.0040006,0.0040006,0.0040006
1214,10000.1,1.19209,1.27515,1.20599,1.15905,0.75109,0.49902,0.62501,0.45065,0.75483,0.50294,0.62765,0.39243,1.02073,1.16379,1.06673,1.22437,0.00399565,0.00399565,0.00399565
1215,10008.4,1.25544,1.34349,1.24993,1.18724,0.73386,0.51272,0.62954,0.45151,0.71286,0.52642,0.62855,0.38828,1.01995,1.16393,1.05089,1.22169,0.0039907,0.0039907,0.0039907
1216,10016.7,1.26597,1.3536,1.25953,1.18103,0.71353,0.51468,0.62719,0.44147,0.71025,0.52642,0.62451,0.39058,1.01933,1.16362,1.0536,1.22082,0.00398575,0.00398575,0.00398575
1217,10024.9,1.182,1.29759,1.22194,1.18658,0.74066,0.50294,0.62277,0.44909,0.70712,0.51272,0.62056,0.39797,1.01975,1.1649,1.04257,1.22082,0.0039808,0.0039808,0.0039808
1218,10033.2,1.25826,1.37612,1.27484,1.18399,0.74211,0.5012,0.6252,0.44265,0.74438,0.5072,0.62477,0.40027,1.02381,1.16496,1.05235,1.22295,0.00397585,0.00397585,0.00397585
1219,10041.3,1.21545,1.28773,1.22057,1.17161,0.74858,0.50294,0.62547,0.44148,0.74146,0.51073,0.62406,0.40006,1.0249,1.1653,1.06136,1.22434,0.0039709,0.0039709,0.0039709
1220,10049.4,1.1758,1.30813,1.20003,1.14852,0.72866,0.50881,0.62501,0.44145,0.72689,0.51564,0.62403,0.39886,1.02621,1.167,1.05798,1.22633,0.00396595,0.00396595,0.00396595
1221,10057.6,1.28267,1.3782,1.30237,1.22589,0.70971,0.51076,0.62436,0.44164,0.70275,0.51663,0.62171,0.38959,1.02779,1.16848,1.06053,1.22676,0.003961,0.003961,0.003961
1222,10066,1.27968,1.37397,1.28752,1.21082,0.70887,0.51076,0.62458,0.44177,0.69063,0.5155,0.61828,0.38926,1.02501,1.17031,1.05369,1.22276,0.00395605,0.00395605,0.00395605
1223,10074.1,1.19623,1.30443,1.24308,1.17453,0.70088,0.50899,0.62258,0.44138,0.68394,0.52446,0.62054,0.39605,1.02434,1.17211,1.05562,1.22174,0.0039511,0.0039511,0.0039511
1224,10082.6,1.34128,1.40276,1.37923,1.25211,0.66646,0.52446,0.62287,0.44112,0.66895,0.52642,0.62077,0.39818,1.02735,1.17357,1.05692,1.22248,0.00394615,0.00394615,0.00394615
1225,10090.9,1.21246,1.32493,1.22885,1.17732,0.66347,0.52642,0.62194,0.43916,0.65971,0.52055,0.61652,0.39583,1.03656,1.17374,1.08442,1.22803,0.0039412,0.0039412,0.0039412
1226,10099.1,1.17881,1.28862,1.21122,1.14897,0.68167,0.51964,0.6237,0.44332,0.67469,0.51663,0.61404,0.39595,1.02963,1.17457,1.0824,1.22756,0.00393625,0.00393625,0.00393625
1227,10107.2,1.16228,1.32739,1.19358,1.14895,0.69407,0.51468,0.62504,0.44392,0.68182,0.51272,0.61515,0.38813,1.02887,1.17688,1.07422,1.22629,0.0039313,0.0039313,0.0039313
1228,10115.5,1.27503,1.40123,1.28352,1.202,0.70295,0.51076,0.6245,0.43602,0.70017,0.50098,0.61583,0.38032,1.01862,1.17556,1.05934,1.22362,0.00392635,0.00392635,0.00392635
1229,10123.7,1.28846,1.4097,1.30337,1.19976,0.69678,0.50815,0.62474,0.43699,0.71756,0.48728,0.61904,0.38366,1.02368,1.17555,1.05243,1.22383,0.0039214,0.0039214,0.0039214
1230,10131.9,1.24699,1.36104,1.27486,1.19056,0.67404,0.5225,0.62591,0.44315,0.68214,0.52055,0.62419,0.38718,1.02403,1.17622,1.05884,1.2237,0.00391645,0.00391645,0.00391645
1231,10140.1,1.19755,1.2842,1.23763,1.1746,0.688,0.52215,0.62558,0.45078,0.6911,0.5254,0.62608,0.37968,1.01948,1.17777,1.05261,1.22154,0.0039115,0.0039115,0.0039115
1232,10148.3,1.24027,1.38399,1.2867,1.20544,0.69826,0.52533,0.62729,0.44115,0.70347,0.52924,0.62852,0.38337,1.01788,1.17542,1.0657,1.22153,0.00390655,0.00390655,0.00390655
1233,10156.7,1.23405,1.33185,1.2365,1.19141,0.69897,0.51802,0.6281,0.43915,0.70459,0.52743,0.62817,0.38216,1.01977,1.17384,1.06226,1.22105,0.0039016,0.0039016,0.0039016
1234,10165,1.22229,1.315,1.25465,1.16076,0.69392,0.52352,0.62568,0.43895,0.6991,0.52743,0.62618,0.38259,1.02057,1.17464,1.05949,1.22067,0.00389665,0.00389665,0.00389665
1235,10173.1,1.17412,1.25292,1.20918,1.16257,0.6949,0.51859,0.62277,0.43269,0.69777,0.52642,0.62466,0.38504,1.02165,1.17758,1.04367,1.2223,0.0038917,0.0038917,0.0038917
1236,10181.3,1.24194,1.33729,1.25752,1.17265,0.69549,0.52446,0.62553,0.43224,0.69855,0.5225,0.6209,0.37402,1.02376,1.17834,1.04818,1.22454,0.00388675,0.00388675,0.00388675
1237,10189.5,1.21481,1.27897,1.23838,1.17097,0.67648,0.53229,0.62584,0.43225,0.67648,0.53229,0.62202,0.36918,1.02942,1.1779,1.05438,1.22766,0.0038818,0.0038818,0.0038818
1238,10197.9,1.21365,1.31298,1.2174,1.16084,0.68146,0.5275,0.62601,0.4325,0.70421,0.5225,0.62231,0.37019,1.03958,1.17653,1.06611,1.2286,0.00387685,0.00387685,0.00387685
1239,10206.1,1.22922,1.29009,1.24471,1.19266,0.70154,0.5225,0.6281,0.43412,0.69464,0.51639,0.62046,0.37858,1.04578,1.17477,1.08566,1.23297,0.0038719,0.0038719,0.0038719
1240,10214.5,1.2753,1.34729,1.27787,1.19513,0.70503,0.51076,0.62411,0.43374,0.70122,0.50881,0.61993,0.37839,1.04643,1.17349,1.08299,1.23231,0.00386695,0.00386695,0.00386695
1241,10222.9,1.27779,1.37983,1.30566,1.21124,0.70131,0.51076,0.62185,0.43756,0.69863,0.50881,0.6185,0.37783,1.03657,1.17125,1.07343,1.22896,0.003862,0.003862,0.003862
1242,10231.1,1.23598,1.35418,1.27805,1.18624,0.68024,0.52642,0.62206,0.43863,0.70054,0.51273,0.61881,0.37808,1.04147,1.17165,1.07136,1.23004,0.00385705,0.00385705,0.00385705
1243,10239.4,1.22851,1.34474,1.27071,1.20211,0.70213,0.51663,0.62103,0.43826,0.69947,0.51468,0.61609,0.37736,1.0362,1.17295,1.07477,1.23028,0.0038521,0.0038521,0.0038521
1244,10247.5,1.17521,1.25005,1.17424,1.15615,0.70193,0.51076,0.62001,0.4374,0.69924,0.50881,0.61581,0.38823,1.037,1.1752,1.06256,1.23205,0.00384715,0.00384715,0.00384715
1245,10255.8,1.25242,1.33916,1.26247,1.18973,0.6956,0.51468,0.62131,0.43344,0.69508,0.51272,0.61578,0.38865,1.03954,1.17796,1.06348,1.23343,0.0038422,0.0038422,0.0038422
1246,10264,1.23405,1.30689,1.24468,1.19922,0.69734,0.51663,0.62291,0.44063,0.70105,0.51468,0.61684,0.3903,1.0332,1.17938,1.05654,1.23158,0.00383725,0.00383725,0.00383725
1247,10272.2,1.25222,1.33662,1.25709,1.19883,0.69447,0.52488,0.62408,0.43986,0.69975,0.50625,0.61475,0.39226,1.03651,1.17967,1.05005,1.23146,0.0038323,0.0038323,0.0038323
1248,10280.5,1.19057,1.25013,1.21611,1.15664,0.69522,0.51859,0.62334,0.43924,0.68716,0.50722,0.61714,0.39281,1.04309,1.17907,1.05528,1.2345,0.00382735,0.00382735,0.00382735
1249,10288.8,1.23552,1.3513,1.27196,1.1821,0.68727,0.51663,0.62544,0.44145,0.69197,0.50685,0.61754,0.39263,1.04325,1.17827,1.05188,1.23383,0.0038224,0.0038224,0.0038224
1250,10297,1.24162,1.36024,1.2519,1.16961,0.69018,0.51877,0.62442,0.43941,0.68448,0.51076,0.61618,0.39212,1.03691,1.17802,1.0468,1.23085,0.00381745,0.00381745,0.00381745
1251,10305.1,1.20632,1.31451,1.24751,1.18296,0.6906,0.52642,0.62482,0.43479,0.73613,0.49511,0.61714,0.39137,1.03656,1.1775,1.04964,1.23017,0.0038125,0.0038125,0.0038125
1252,10313.4,1.24674,1.35884,1.2497,1.19336,0.70601,0.50881,0.62596,0.44569,0.72528,0.50294,0.6208,0.39081,1.02135,1.1782,1.03259,1.22788,0.00380755,0.00380755,0.00380755
1253,10321.7,1.26247,1.3899,1.27934,1.21175,0.69525,0.50881,0.62461,0.43294,0.69525,0.50881,0.62331,0.39258,1.03153,1.17681,1.05781,1.23022,0.0038026,0.0038026,0.0038026
1254,10329.8,1.24021,1.34674,1.26111,1.19917,0.69788,0.51076,0.62316,0.43509,0.69788,0.51076,0.61994,0.38422,1.0246,1.17671,1.05114,1.22889,0.00379765,0.00379765,0.00379765
1255,10338.1,1.24334,1.29531,1.25007,1.15819,0.6991,0.51076,0.62251,0.43692,0.6991,0.51076,0.61949,0.38609,1.01876,1.17828,1.04126,1.22638,0.0037927,0.0037927,0.0037927
1256,10346.3,1.24855,1.33846,1.24553,1.17518,0.69626,0.50881,0.62395,0.43757,0.69359,0.50685,0.61859,0.38582,1.0209,1.1786,1.04413,1.22639,0.00378775,0.00378775,0.00378775
1257,10354.5,1.22762,1.31616,1.24785,1.16589,0.70815,0.51272,0.62443,0.43467,0.70115,0.50685,0.61575,0.39429,1.02082,1.17911,1.04422,1.2261,0.0037828,0.0037828,0.0037828
1258,10362.6,1.18371,1.27569,1.21436,1.15219,0.71041,0.50881,0.62414,0.43471,0.71809,0.49706,0.61473,0.3926,1.02161,1.18114,1.05271,1.22603,0.00377785,0.00377785,0.00377785
1259,10370.9,1.2614,1.33463,1.2678,1.17899,0.71804,0.51076,0.62487,0.43395,0.73152,0.49587,0.61484,0.39445,1.0272,1.18139,1.06204,1.22816,0.0037729,0.0037729,0.0037729
1260,10379.1,1.22205,1.33557,1.25436,1.17944,0.71101,0.51272,0.62614,0.43571,0.70875,0.50489,0.61952,0.39352,1.02654,1.18074,1.05407,1.22983,0.00376795,0.00376795,0.00376795
1261,10387.2,1.21427,1.34726,1.24879,1.18886,0.71049,0.51076,0.62679,0.43565,0.70746,0.50165,0.61958,0.3929,1.02668,1.1821,1.05327,1.22961,0.003763,0.003763,0.003763
1262,10395.2,1.17528,1.29403,1.22236,1.1827,0.70752,0.50881,0.62628,0.44225,0.70575,0.50223,0.61885,0.39199,1.02878,1.18091,1.05633,1.23167,0.00375805,0.00375805,0.00375805
1263,10403.4,1.21855,1.32985,1.25391,1.17805,0.70645,0.51805,0.6251,0.44112,0.70016,0.50489,0.61575,0.39193,1.02427,1.18308,1.04965,1.23262,0.0037531,0.0037531,0.0037531
1264,10411.7,1.23477,1.33238,1.24819,1.17837,0.6966,0.51859,0.62335,0.44173,0.70996,0.50297,0.61845,0.39902,1.02841,1.18293,1.05284,1.23238,0.00374815,0.00374815,0.00374815
1265,10420,1.21445,1.29457,1.24089,1.18567,0.70098,0.50685,0.62283,0.44286,0.70387,0.50685,0.6216,0.3949,1.02755,1.1822,1.05771,1.23138,0.0037432,0.0037432,0.0037432
1266,10428.2,1.2144,1.28711,1.23761,1.17774,0.71255,0.50685,0.62191,0.44128,0.73685,0.49318,0.62142,0.3866,1.03082,1.17672,1.05953,1.2302,0.00373825,0.00373825,0.00373825
1267,10436.6,1.21109,1.30748,1.21794,1.14724,0.73117,0.49706,0.62228,0.44133,0.70178,0.51468,0.62176,0.38752,1.03234,1.17299,1.05552,1.22896,0.0037333,0.0037333,0.0037333
1268,10444.7,1.20371,1.30323,1.24182,1.17292,0.72481,0.50511,0.62341,0.44185,0.71352,0.50685,0.62482,0.39018,1.02755,1.17193,1.06292,1.22814,0.00372835,0.00372835,0.00372835
1269,10452.9,1.27631,1.37695,1.28409,1.2061,0.71737,0.50685,0.62118,0.44002,0.71737,0.50685,0.62267,0.38879,1.0275,1.17134,1.06586,1.22763,0.0037234,0.0037234,0.0037234
1270,10461.1,1.22356,1.36178,1.2481,1.17487,0.71327,0.50881,0.62217,0.44081,0.71226,0.50881,0.62386,0.39397,1.02132,1.17295,1.05629,1.22468,0.00371845,0.00371845,0.00371845
1271,10469.2,1.24636,1.35686,1.27112,1.19378,0.71943,0.50685,0.62252,0.43948,0.71756,0.50881,0.62477,0.39489,1.02311,1.17538,1.05999,1.22484,0.0037135,0.0037135,0.0037135
1272,10477.5,1.2031,1.31999,1.23155,1.1688,0.72202,0.5083,0.62369,0.4403,0.72202,0.5083,0.62575,0.38434,1.01578,1.17638,1.04073,1.22288,0.00370855,0.00370855,0.00370855
1273,10485.8,1.19665,1.27241,1.22968,1.15684,0.71781,0.51468,0.62452,0.44147,0.71781,0.51468,0.62727,0.39885,1.01297,1.17718,1.03032,1.22,0.0037036,0.0037036,0.0037036
1274,10493.9,1.18985,1.30402,1.19964,1.15668,0.70541,0.51859,0.62553,0.4428,0.70248,0.51859,0.62849,0.40004,1.0119,1.17861,1.02978,1.21939,0.00369865,0.00369865,0.00369865
1275,10502.2,1.21587,1.31125,1.24448,1.1719,0.69534,0.52446,0.62609,0.44288,0.69034,0.51859,0.6246,0.39834,1.01011,1.18129,1.02818,1.21995,0.0036937,0.0036937,0.0036937
1276,10510.4,1.20899,1.35587,1.23742,1.16584,0.69465,0.5225,0.62527,0.44309,0.68986,0.51859,0.62405,0.3998,1.01657,1.18206,1.03318,1.22127,0.00368875,0.00368875,0.00368875
1277,10518.5,1.19851,1.28177,1.22525,1.17089,0.70017,0.5225,0.62581,0.44304,0.69078,0.51149,0.62069,0.39735,1.01897,1.18183,1.03756,1.22361,0.0036838,0.0036838,0.0036838
1278,10526.6,1.19961,1.30482,1.22858,1.17556,0.71521,0.51859,0.62529,0.44261,0.72097,0.5107,0.62141,0.39852,1.0194,1.18195,1.03555,1.2244,0.00367885,0.00367885,0.00367885
1279,10534.7,1.17206,1.27407,1.18881,1.16865,0.71002,0.5127,0.62543,0.44041,0.70115,0.50489,0.61915,0.39808,1.02678,1.18195,1.04137,1.22732,0.0036739,0.0036739,0.0036739
1280,10543,1.20124,1.30617,1.21907,1.1931,0.72449,0.51468,0.62446,0.4395,0.71549,0.50685,0.61567,0.39572,1.03148,1.1814,1.04833,1.2298,0.00366895,0.00366895,0.00366895
1281,10551.3,1.21327,1.32801,1.2583,1.19049,0.72658,0.50444,0.62458,0.44046,0.71953,0.49902,0.61492,0.39603,1.02694,1.18122,1.0413,1.22832,0.003664,0.003664,0.003664
1282,10559.7,1.31047,1.41366,1.32466,1.21617,0.7338,0.50098,0.62599,0.44163,0.72806,0.49706,0.61602,0.39563,1.03234,1.17844,1.05152,1.23019,0.00365905,0.00365905,0.00365905
1283,10567.9,1.22021,1.32867,1.24856,1.18135,0.71301,0.51859,0.62626,0.43431,0.70322,0.51006,0.61625,0.39439,1.03695,1.17583,1.05325,1.23106,0.0036541,0.0036541,0.0036541
1284,10576.2,1.24668,1.3438,1.25478,1.18337,0.70792,0.51859,0.6272,0.43387,0.69723,0.51076,0.61725,0.38877,1.03793,1.17367,1.05834,1.2311,0.00364915,0.00364915,0.00364915
1285,10584.5,1.17488,1.33271,1.21522,1.17408,0.68308,0.52725,0.62893,0.44069,0.68174,0.50722,0.61546,0.38836,1.03908,1.17189,1.06042,1.23117,0.0036442,0.0036442,0.0036442
1286,10592.8,1.23672,1.32147,1.24638,1.17606,0.69464,0.51859,0.62845,0.44026,0.69268,0.50881,0.61832,0.3963,1.03547,1.1715,1.05671,1.22997,0.00363925,0.00363925,0.00363925
1287,10601.1,1.22446,1.34363,1.25408,1.19205,0.7145,0.50881,0.62842,0.43494,0.709,0.50489,0.62116,0.39828,1.03392,1.1716,1.05387,1.22875,0.0036343,0.0036343,0.0036343
1288,10609.1,1.19463,1.26633,1.20698,1.17924,0.70531,0.50585,0.62688,0.44099,0.71683,0.49902,0.62001,0.39712,1.02612,1.17324,1.04385,1.2253,0.00362935,0.00362935,0.00362935
1289,10617.2,1.20587,1.30385,1.22222,1.18596,0.69538,0.51076,0.62713,0.4354,0.74869,0.47945,0.61774,0.39783,1.02409,1.17433,1.04673,1.22317,0.0036244,0.0036244,0.0036244
1290,10625.6,1.24424,1.32624,1.2495,1.1981,0.74814,0.49511,0.62605,0.4345,0.73877,0.48149,0.61532,0.39064,1.02083,1.17547,1.04128,1.22157,0.00361945,0.00361945,0.00361945
1291,10633.7,1.23258,1.35505,1.27578,1.18191,0.72701,0.50033,0.62635,0.43496,0.73999,0.48141,0.61574,0.37971,1.0181,1.17624,1.04052,1.22058,0.0036145,0.0036145,0.0036145
1292,10641.9,1.17893,1.33062,1.22787,1.17103,0.64595,0.53816,0.62671,0.44622,0.72724,0.48532,0.61768,0.3856,1.01475,1.17567,1.03565,1.22056,0.00360955,0.00360955,0.00360955
1293,10650.2,1.26997,1.3341,1.2732,1.18681,0.65799,0.54403,0.62708,0.44703,0.71359,0.48924,0.61892,0.38441,1.01201,1.17697,1.03233,1.21912,0.0036046,0.0036046,0.0036046
1294,10658.6,1.17477,1.27672,1.17862,1.14615,0.64735,0.55186,0.62794,0.4466,0.71826,0.48728,0.61463,0.38471,1.00778,1.17691,1.01773,1.21813,0.00359965,0.00359965,0.00359965
1295,10666.8,1.23844,1.35207,1.26419,1.18225,0.6577,0.54795,0.6265,0.44602,0.71734,0.49167,0.61391,0.38916,1.01269,1.17631,1.02472,1.21992,0.0035947,0.0035947,0.0035947
1296,10675,1.1977,1.28396,1.20546,1.1552,0.67425,0.54599,0.62798,0.43947,0.7179,0.49902,0.61451,0.39776,1.02075,1.17566,1.03041,1.22237,0.00358975,0.00358975,0.00358975
1297,10683.3,1.26629,1.38833,1.27106,1.19419,0.7156,0.51468,0.62738,0.4382,0.71159,0.49902,0.61481,0.39684,1.02591,1.17691,1.03825,1.22577,0.0035848,0.0035848,0.0035848
1298,10691.6,1.27527,1.38655,1.30502,1.19162,0.72122,0.51663,0.62872,0.44131,0.72,0.49706,0.61714,0.39803,1.02836,1.17677,1.05714,1.22723,0.00357985,0.00357985,0.00357985
1299,10699.8,1.22859,1.34254,1.25618,1.18134,0.70268,0.51799,0.62979,0.44512,0.70521,0.50685,0.6192,0.39842,1.02706,1.17588,1.056,1.22618,0.0035749,0.0035749,0.0035749
1300,10708.2,1.23004,1.33246,1.27065,1.17599,0.69722,0.53174,0.63049,0.44182,0.70553,0.50294,0.62025,0.39,1.02504,1.17469,1.04594,1.22565,0.00356995,0.00356995,0.00356995
1301,10716.4,1.192,1.3008,1.22283,1.15804,0.69241,0.51983,0.62838,0.44193,0.69568,0.50294,0.61844,0.39985,1.02347,1.17569,1.04417,1.22488,0.003565,0.003565,0.003565
1302,10725,1.26937,1.38723,1.28003,1.20256,0.69583,0.52379,0.62872,0.4465,0.69813,0.50489,0.62019,0.40158,1.0258,1.17914,1.04755,1.22603,0.00356005,0.00356005,0.00356005
1303,10733.4,1.2182,1.34425,1.23887,1.17337,0.69413,0.52446,0.62771,0.44673,0.73232,0.48185,0.61579,0.40088,1.02666,1.18123,1.04745,1.22654,0.0035551,0.0035551,0.0035551
1304,10741.5,1.26152,1.35236,1.27416,1.18079,0.68658,0.52446,0.62767,0.44739,0.72411,0.48532,0.61414,0.39919,1.02694,1.18159,1.0479,1.22685,0.00355015,0.00355015,0.00355015
1305,10749.7,1.21503,1.30885,1.24312,1.17503,0.67659,0.53816,0.62653,0.44813,0.72922,0.48485,0.61517,0.40031,1.02539,1.18198,1.04815,1.22648,0.0035452,0.0035452,0.0035452
1306,10758.1,1.28143,1.32405,1.27392,1.20257,0.67249,0.52838,0.6257,0.4455,0.65755,0.51663,0.61049,0.39913,1.02684,1.1828,1.05535,1.22704,0.00354025,0.00354025,0.00354025
1307,10766.2,1.21356,1.33474,1.22663,1.19153,0.66549,0.52446,0.62415,0.44706,0.65308,0.51468,0.61231,0.39866,1.02261,1.18363,1.0539,1.22637,0.0035353,0.0035353,0.0035353
1308,10774.6,1.27537,1.36041,1.26815,1.19088,0.67959,0.52299,0.6255,0.44614,0.67741,0.51076,0.61731,0.40007,1.02176,1.18206,1.06371,1.22758,0.00353035,0.00353035,0.00353035
1309,10782.8,1.26803,1.31553,1.27752,1.2127,0.70866,0.50881,0.62413,0.4457,0.70756,0.49706,0.61296,0.39923,1.02326,1.18176,1.05284,1.22602,0.0035254,0.0035254,0.0035254
1310,10791.1,1.23269,1.30962,1.24828,1.19962,0.72567,0.51076,0.62484,0.44614,0.72237,0.49511,0.61267,0.39971,1.02884,1.18006,1.05722,1.22595,0.00352045,0.00352045,0.00352045
1311,10799.4,1.18823,1.29135,1.21153,1.17365,0.72295,0.51576,0.62516,0.44591,0.71957,0.49706,0.61725,0.39846,1.03356,1.17695,1.06532,1.2284,0.0035155,0.0035155,0.0035155
1312,10807.7,1.24831,1.37227,1.25596,1.17015,0.72806,0.51663,0.62556,0.44309,0.72478,0.51272,0.6207,0.39899,1.02602,1.17379,1.05883,1.22749,0.00351055,0.00351055,0.00351055
1313,10815.8,1.20718,1.30143,1.21062,1.15638,0.70506,0.52862,0.62737,0.44578,0.72099,0.51075,0.62223,0.39927,1.02469,1.17173,1.06026,1.22871,0.0035056,0.0035056,0.0035056
1314,10824.2,1.21184,1.32482,1.23431,1.1678,0.72292,0.52838,0.62752,0.44199,0.71475,0.51859,0.62161,0.38662,1.02505,1.17035,1.05527,1.22738,0.00350065,0.00350065,0.00350065
1315,10832.3,1.19674,1.29489,1.22456,1.17027,0.70961,0.53229,0.62869,0.44366,0.68918,0.53816,0.6218,0.38794,1.02624,1.16795,1.06311,1.22801,0.0034957,0.0034957,0.0034957
1316,10840.6,1.21039,1.3319,1.24301,1.18002,0.71316,0.52838,0.62808,0.4438,0.70742,0.51103,0.61892,0.38775,1.03075,1.16691,1.0659,1.22956,0.00349075,0.00349075,0.00349075
1317,10849,1.24166,1.31297,1.24138,1.17741,0.71326,0.52087,0.62852,0.44327,0.71633,0.50294,0.61562,0.38809,1.02796,1.16771,1.05719,1.22932,0.0034858,0.0034858,0.0034858
1318,10857.3,1.24835,1.35032,1.26609,1.20789,0.72197,0.51663,0.62741,0.44387,0.72347,0.50685,0.61562,0.39127,1.02714,1.16854,1.05657,1.22721,0.00348085,0.00348085,0.00348085
1319,10865.4,1.15581,1.23006,1.16938,1.17139,0.72178,0.51272,0.62783,0.44451,0.71863,0.50489,0.61592,0.39039,1.02816,1.16866,1.05267,1.2275,0.0034759,0.0034759,0.0034759
